DtCreate,Berkeley_LHJ,Under_Investigation,Known_Homeless,No_Address__May_Be_Homeless_,Santa_Rita_Jail,Alameda,Albany,Dublin,Emeryville,Fremont,Hayward,Livermore,Newark,Oakland,Piedmont,Pleasanton,San_Leandro,Union_City,Eden_Area_MAC,Castro_Valley_MAC,Fairview_MAC,Remainder_of_County,F94501,F94502,F94536,F94538,F94539,F94541,F94542,F94544,F94545,F94546,F94550,F94551,F94552,F94555,F94560,F94566,F94568,F94577,F94578,F94579,F94580,F94587,F94588,F94601,F94602,F94603,F94605,F94606,F94607,F94608,F94609,F94610,F94611,F94612,F94618,F94619,F94621,F94702,F94703,F94704,F94705,F94706,F94707,F94708,F94709,F94710,ObjectId
2020/03/31 07:00:00+00,19,<10,,,0,15,<10,<10,<10,33,62,18,14,93,<10,33,18,15,29,21,<10,<10,10,<10,11,10,<10,24,<10,33,11,16,11,<10,<10,<10,14,21,<10,<10,16,<10,12,15,12,<10,<10,<10,17,<10,<10,<10,<10,<10,19,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,0,<10,33
2020/04/01 07:00:00+00,23,<10,,,0,17,<10,<10,<10,33,74,20,16,103,<10,34,22,17,30,24,<10,<10,12,<10,11,10,<10,26,<10,35,17,17,11,<10,<10,<10,16,22,<10,10,19,<10,13,17,12,<10,<10,<10,18,<10,<10,<10,<10,<10,20,<10,<10,11,<10,<10,<10,<10,<10,<10,<10,<10,0,<10,34
2020/04/02 07:00:00+00,24,<10,,,0,18,<10,10,<10,38,92,21,18,111,<10,38,25,20,34,25,<10,<10,13,<10,11,11,<10,31,11,45,18,17,12,<10,<10,<10,18,22,10,11,21,<10,14,20,16,<10,<10,<10,19,<10,<10,<10,<10,<10,20,<10,<10,12,<10,<10,<10,<10,<10,<10,<10,<10,0,<10,35
2020/04/03 07:00:00+00,28,<10,,,0,20,<10,11,<10,42,112,23,19,127,<10,39,28,25,37,35,<10,<10,15,<10,13,11,10,36,12,57,22,25,14,<10,<10,<10,19,23,11,11,23,<10,14,25,16,<10,<10,<10,22,<10,<10,<10,<10,<10,22,<10,<10,12,11,<10,<10,<10,<10,<10,<10,<10,<10,<10,36
2020/04/04 07:00:00+00,29,<10,,,<10,20,<10,11,<10,43,117,25,21,133,<10,41,30,28,39,37,<10,<10,15,<10,14,11,10,36,12,60,24,27,15,10,<10,<10,21,24,12,13,24,<10,15,28,17,10,<10,<10,22,10,<10,10,<10,<10,22,<10,<10,12,11,<10,<10,<10,<10,<10,<10,<10,<10,<10,37
2020/04/05 07:00:00+00,29,<10,,,<10,20,<10,11,<10,43,125,25,23,144,<10,41,32,29,42,39,<10,<10,15,<10,14,11,10,39,12,65,25,28,15,10,<10,<10,23,24,12,14,27,<10,16,29,17,10,<10,10,24,11,<10,10,<10,<10,24,<10,<10,13,12,<10,<10,<10,<10,<10,<10,<10,<10,<10,38
2020/04/06 07:00:00+00,30,<10,,,<10,22,<10,11,<10,52,139,27,24,152,<10,41,32,30,43,43,<10,<10,17,<10,15,13,13,42,12,73,28,32,16,11,<10,10,24,24,12,14,28,<10,16,30,17,11,11,10,24,12,10,10,<10,<10,25,<10,<10,15,12,<10,<10,<10,<10,<10,<10,<10,<10,<10,39
2020/04/07 07:00:00+00,32,<10,,,<10,23,<10,11,<10,60,142,27,24,159,<10,44,32,30,43,44,<10,<10,17,<10,15,14,20,42,12,75,29,32,16,11,<10,10,24,27,14,14,29,<10,16,30,17,12,11,12,24,12,11,10,<10,<10,25,<10,<10,15,14,<10,<10,<10,<10,<10,<10,<10,<10,<10,40
2020/04/08 07:00:00+00,33,<10,,,<10,23,<10,11,<10,66,148,28,25,166,<10,44,36,33,44,48,<10,<10,17,<10,17,16,21,46,12,78,29,36,16,12,<10,10,25,27,18,18,29,<10,16,33,17,12,11,15,24,13,11,11,<10,10,26,<10,<10,15,15,<10,<10,<10,<10,<10,<10,<10,<10,<10,41
2020/04/09 07:00:00+00,36,<10,,,14,23,<10,14,<10,68,159,28,26,173,<10,45,40,37,52,52,<10,<10,17,<10,17,17,21,54,13,84,31,36,16,12,<10,11,26,27,28,22,35,<10,18,37,18,13,11,15,25,14,12,11,<10,11,26,<10,<10,15,16,<10,10,<10,<10,<10,<10,<10,<10,<10,42
2020/04/10 07:00:00+00,36,<10,,,15,23,<10,15,<10,69,162,28,27,184,10,45,47,38,55,52,<10,<10,17,<10,18,17,21,58,13,86,31,36,16,12,<10,11,27,27,30,25,38,10,18,38,18,15,13,17,25,14,14,11,<10,12,26,<10,<10,16,18,<10,10,<10,<10,<10,<10,<10,<10,<10,43
2020/04/11 07:00:00+00,36,<10,,,15,24,<10,16,<10,75,173,29,28,202,10,45,49,40,56,55,<10,<10,18,<10,20,19,21,61,15,92,31,39,16,13,<10,13,28,27,31,27,39,10,18,40,18,16,13,19,28,14,14,11,<10,12,26,<10,<10,17,28,<10,10,<10,<10,<10,<10,<10,<10,<10,44
2020/04/12 07:00:00+00,36,<10,,,15,24,<10,17,<10,77,184,30,29,215,10,46,53,43,61,60,<10,<10,18,<10,21,20,21,69,17,96,34,44,17,13,<10,13,29,27,32,31,39,10,18,43,19,18,13,23,29,15,15,12,<10,12,26,<10,<10,19,29,<10,10,<10,<10,<10,<10,<10,<10,<10,45
2020/04/13 07:00:00+00,36,<10,,,15,25,<10,17,<10,81,186,30,30,229,10,48,56,44,62,62,<10,<10,19,<10,22,22,22,69,17,97,35,46,17,13,<10,13,30,29,32,32,40,12,18,44,19,21,13,24,30,16,15,12,<10,13,26,<10,<10,22,32,<10,10,<10,<10,<10,<10,<10,<10,<10,46
2020/04/14 07:00:00+00,38,<10,,,15,26,<10,18,<10,85,188,30,31,236,10,48,59,44,64,67,<10,<10,20,<10,23,25,22,71,17,97,36,51,17,13,<10,13,31,29,33,35,41,12,18,44,19,25,13,27,30,16,15,12,<10,13,26,<10,<10,22,32,<10,11,<10,<10,<10,<10,<10,<10,<10,47
2020/04/15 07:00:00+00,40,<10,,,27,27,<10,18,<10,85,206,31,32,262,10,49,64,51,68,70,<10,<10,21,<10,23,25,22,75,17,109,40,53,18,13,<10,13,32,30,45,37,45,12,20,51,19,33,14,30,32,20,15,12,<10,13,26,<10,<10,26,36,<10,11,<10,<10,<10,<10,<10,<10,<10,48
2020/04/16 07:00:00+00,41,<10,,,27,28,<10,19,<10,87,213,31,38,272,10,49,68,55,69,72,<10,<10,22,<10,23,26,23,79,17,112,41,55,18,13,<10,13,38,30,46,38,47,13,20,55,19,35,14,31,34,21,15,12,<10,13,26,<10,<10,28,38,<10,11,<10,<10,<10,<10,<10,<10,<10,49
2020/04/17 07:00:00+00,43,<10,,,28,29,<10,19,<10,89,230,31,40,293,10,49,69,57,72,72,<10,<10,23,<10,25,26,23,80,17,126,44,55,18,13,<10,13,40,30,47,38,47,14,23,57,19,39,14,33,37,21,16,12,<10,13,26,10,<10,35,40,<10,11,<10,<10,<10,<10,<10,<10,<10,50
2020/04/18 07:00:00+00,44,<10,,,31,29,<10,19,<10,89,241,31,43,316,10,49,73,57,76,76,<10,<10,23,<10,25,26,23,85,17,135,45,58,18,13,<10,13,43,30,50,41,48,15,23,57,19,41,14,35,38,21,16,12,<10,13,28,10,<10,46,45,<10,11,<10,<10,<10,<10,<10,<10,<10,51
2020/04/19 07:00:00+00,44,<10,,,32,29,<10,19,<10,90,249,31,43,330,10,49,78,58,78,76,<10,<10,23,<10,25,27,23,87,17,142,45,58,18,13,<10,13,43,30,51,46,48,15,24,58,19,42,15,38,39,22,16,13,<10,13,28,10,<10,50,47,<10,11,<10,<10,<10,<10,<10,<10,<10,52
2020/04/20 07:00:00+00,45,<10,,,32,29,<10,19,<10,93,254,32,50,346,10,49,81,58,81,77,<10,<10,23,<10,26,29,23,87,17,147,45,58,19,13,<10,13,50,30,51,48,48,16,27,58,19,46,15,39,40,22,16,15,<10,13,28,11,<10,54,50,<10,11,<10,<10,<10,<10,<10,<10,<10,53
2020/04/21 07:00:00+00,46,<10,,,33,29,<10,19,<10,93,255,33,51,373,10,49,82,58,84,79,<10,<10,23,<10,26,29,23,89,17,148,45,60,20,13,<10,13,51,30,52,48,48,17,28,58,19,52,15,39,41,22,16,15,<10,13,28,11,<10,71,53,<10,11,<10,<10,<10,<10,<10,<10,<10,54
2020/04/22 07:00:00+00,46,<10,,,33,32,<10,19,<10,95,260,33,54,386,10,50,83,60,92,82,<10,<10,26,<10,26,30,23,94,19,150,45,62,20,13,<10,14,54,31,52,49,52,17,28,60,19,56,15,40,42,22,18,16,<10,14,28,11,<10,74,53,<10,11,<10,<10,<10,<10,<10,<10,<10,55
2020/04/23 07:00:00+00,47,<10,,,33,33,<10,21,<10,95,269,33,55,406,10,51,85,62,102,83,<10,<10,27,<10,26,30,23,101,20,156,47,63,20,13,<10,14,55,32,54,49,56,17,29,62,19,62,15,40,43,22,19,17,<10,16,29,11,<10,83,53,<10,11,<10,<10,<10,<10,<10,<10,<10,56
2020/04/24 07:00:00+00,47,<10,,,33,33,<10,22,<10,97,278,33,56,414,10,51,86,63,103,83,<10,<10,27,<10,26,31,23,103,20,161,50,63,20,13,<10,15,56,32,55,50,56,17,29,63,19,62,15,40,46,22,19,18,<10,16,29,12,<10,83,56,<10,11,<10,<10,<10,<10,<10,<10,<10,57
2020/04/25 07:00:00+00,47,<10,,,33,33,<10,22,<10,98,284,33,56,431,10,51,87,63,107,84,<10,<10,27,<10,26,32,23,104,20,165,52,64,20,13,<10,15,56,32,55,50,59,17,30,63,19,66,17,42,48,22,19,18,<10,17,29,12,<10,83,62,<10,11,<10,<10,<10,<10,<10,<10,<10,58
2020/04/26 07:00:00+00,48,<10,,,34,33,<10,24,<10,99,290,35,56,444,10,51,90,66,111,85,<10,<10,27,<10,26,32,23,108,20,169,53,64,21,14,<10,16,56,32,58,53,61,17,30,66,19,71,17,43,50,22,20,18,<10,18,29,12,<10,83,65,<10,12,<10,<10,<10,<10,<10,<10,<10,59
2020/04/27 07:00:00+00,51,<10,,,35,34,<10,24,<10,100,296,35,56,450,10,51,90,69,113,86,<10,<10,28,<10,27,32,23,110,20,174,53,64,21,14,<10,16,56,32,59,53,63,17,30,69,19,71,17,43,53,22,20,18,<10,18,29,12,<10,84,67,<10,14,<10,<10,<10,<10,<10,<10,<10,60
2020/04/28 07:00:00+00,51,<10,,,35,34,<10,25,<10,102,310,36,57,454,10,52,91,69,115,86,<10,<10,28,<10,29,32,23,113,22,185,53,64,21,15,<10,16,57,32,60,54,63,17,30,69,20,72,17,44,54,22,21,18,<10,18,29,12,<10,84,67,<10,14,<10,<10,<10,<10,<10,<10,<10,61
2020/04/29 07:00:00+00,52,<10,,,35,35,<10,25,<10,103,317,36,58,460,10,52,92,70,128,87,<10,<10,28,<10,29,33,23,126,22,190,54,65,21,15,<10,16,58,32,60,54,65,18,30,70,20,75,18,44,54,22,21,19,<10,19,29,12,<10,84,68,<10,15,<10,<10,<10,<10,<10,<10,<10,62
2020/04/30 07:00:00+00,53,<10,,,36,35,<10,25,<10,104,327,37,58,476,10,52,93,73,130,87,<10,<10,28,<10,29,33,23,127,22,199,55,65,21,16,<10,17,58,32,61,55,65,18,31,73,20,81,18,45,55,24,22,19,<10,19,29,12,<10,84,73,<10,16,<10,<10,<10,<10,<10,<10,<10,63
2020/05/01 07:00:00+00,53,<10,,,36,36,<10,25,<10,105,343,39,59,502,10,52,99,76,134,90,<10,<10,29,<10,30,33,23,131,22,211,57,67,21,18,<10,17,59,32,61,59,69,19,31,76,20,93,18,47,56,26,27,19,<10,19,29,13,<10,84,76,<10,16,<10,<10,<10,<10,<10,<10,<10,64
2020/05/02 07:00:00+00,54,<10,,,36,37,<10,25,<10,110,355,40,60,517,10,53,99,77,136,92,<10,<10,30,<10,33,33,24,133,22,222,57,68,21,19,10,18,60,32,61,59,70,19,31,77,21,99,18,48,58,26,27,19,<10,19,29,13,<10,84,82,<10,17,<10,<10,<10,<10,<10,<10,<10,65
2020/05/03 07:00:00+00,55,<10,,,36,37,<10,25,<10,110,356,40,60,531,10,53,102,77,140,94,<10,<10,30,<10,33,33,24,137,22,223,57,70,21,19,10,18,60,32,61,60,72,19,31,77,21,102,18,49,59,29,29,19,<10,20,29,13,<10,85,84,<10,17,<10,<10,<10,<10,<10,<10,<10,66
2020/05/04 07:00:00+00,56,<10,,,36,37,<10,26,<10,113,362,40,61,541,10,53,105,77,149,94,<10,<10,30,<10,33,36,24,145,22,228,57,70,21,19,10,18,61,32,62,62,73,19,33,77,21,107,18,49,59,30,29,19,<10,21,29,14,<10,85,86,10,17,<10,<10,<10,<10,<10,<10,<10,67
2020/05/05 07:00:00+00,60,<10,,,36,37,<10,26,<10,114,378,40,63,558,10,53,105,77,152,94,<10,<10,30,<10,33,36,25,146,22,243,57,70,21,19,10,18,63,32,62,62,74,19,35,77,21,108,18,52,62,33,32,19,<10,22,29,14,<10,85,89,11,19,<10,<10,<10,<10,<10,<10,<10,68
2020/05/06 07:00:00+00,63,<10,,,36,37,<10,26,<10,117,391,41,63,580,10,55,107,79,158,96,<10,<10,30,<10,33,39,25,151,24,251,57,72,22,19,10,18,63,34,62,62,76,19,39,79,21,113,18,57,64,35,34,19,<10,22,30,16,<10,85,92,12,20,<10,<10,<10,<10,<10,<10,<10,69
2020/05/07 07:00:00+00,65,<10,,,36,37,<10,26,<10,117,403,42,63,600,10,55,108,81,161,97,<10,<10,30,<10,33,39,25,155,24,259,58,73,23,19,10,18,63,34,62,63,76,19,41,81,21,122,19,58,66,37,34,22,<10,22,30,17,<10,86,93,13,20,<10,<10,<10,<10,<10,<10,<10,70
2020/05/08 07:00:00+00,66,<10,,,36,38,<10,26,<10,120,422,42,64,632,10,55,109,82,162,101,<10,<10,31,<10,34,41,25,161,24,270,60,76,23,19,10,18,64,34,62,64,77,19,42,82,21,130,20,61,68,41,36,22,<10,22,31,17,<10,87,103,13,21,<10,<10,<10,<10,<10,<10,<10,71
2020/05/09 07:00:00+00,66,<10,,,39,38,<10,26,<10,121,431,42,67,644,10,55,109,83,165,102,<10,<10,31,<10,34,42,25,165,24,278,60,77,23,19,10,18,67,34,65,64,77,19,42,83,21,138,20,64,69,41,36,22,<10,22,31,17,<10,87,103,13,21,<10,<10,<10,<10,<10,<10,<10,72
2020/05/10 07:00:00+00,66,<10,,,47,38,<10,26,<10,122,432,43,69,663,10,55,109,83,165,102,<10,<10,31,<10,34,43,25,165,24,278,61,77,24,19,10,18,69,34,73,64,77,19,42,83,21,148,20,64,70,43,36,23,<10,22,31,17,<10,88,107,13,21,<10,<10,<10,<10,<10,<10,<10,73
2020/05/11 07:00:00+00,67,<10,,,48,38,<10,26,<10,124,437,43,69,683,10,55,110,84,165,102,<10,<10,31,<10,35,44,25,165,24,280,64,77,24,19,10,18,69,34,74,65,77,19,42,84,21,158,20,65,73,46,36,23,<10,22,31,17,<10,89,109,13,22,<10,<10,<10,<10,<10,<10,<10,74
2020/05/12 07:00:00+00,67,<10,,,49,38,<10,26,<10,125,449,43,69,696,10,55,112,87,169,104,<10,<10,31,<10,36,44,25,168,26,288,65,79,24,19,10,18,69,34,75,66,77,20,45,87,21,162,21,69,73,48,36,24,<10,22,31,17,<10,89,110,13,22,<10,<10,<10,<10,<10,<10,<10,75
2020/05/13 07:00:00+00,67,<10,,,52,40,<10,26,<10,127,454,45,70,726,10,56,115,93,172,106,<10,<10,32,<10,36,45,25,169,26,293,65,81,26,19,10,19,70,35,78,68,78,21,46,93,21,175,22,76,77,51,36,24,<10,22,31,17,<10,90,111,13,22,<10,<10,<10,<10,<10,<10,<10,76
2020/05/14 07:00:00+00,67,<10,,,52,41,<10,26,<10,133,469,45,70,750,10,56,117,94,173,108,10,<10,33,<10,37,50,25,172,26,304,68,82,26,19,10,19,70,35,78,69,80,21,46,94,21,187,22,82,79,51,36,24,<10,22,31,17,<10,91,114,13,22,<10,<10,<10,<10,<10,<10,<10,77
2020/05/15 07:00:00+00,68,<10,,,52,41,<10,26,<10,135,486,45,71,781,10,56,120,97,174,108,13,<10,33,<10,37,51,25,177,28,315,71,82,26,19,10,20,71,35,78,71,80,22,46,97,21,192,24,84,80,61,37,25,<10,22,32,18,<10,94,117,14,22,<10,<10,<10,<10,<10,<10,<10,78
2020/05/16 07:00:00+00,69,<10,,,52,43,<10,26,<10,136,490,45,73,815,10,58,120,98,177,109,13,<10,35,<10,37,51,25,180,28,319,71,83,26,19,10,21,73,37,78,71,80,22,46,98,21,204,28,88,85,63,38,25,<10,22,32,18,<10,98,119,15,22,<10,<10,<10,<10,<10,<10,<10,79
2020/05/17 07:00:00+00,70,<10,,,52,43,<10,26,<10,138,491,45,73,833,10,58,124,100,180,109,13,<10,35,<10,37,53,25,182,28,320,71,83,26,19,11,21,73,37,78,75,80,22,47,100,21,211,30,91,86,63,39,26,<10,22,32,18,<10,100,120,15,22,10,<10,<10,<10,<10,<10,<10,80
2020/05/18 07:00:00+00,70,<10,,,53,43,<10,26,<10,140,508,45,75,859,11,58,129,103,181,110,13,<10,35,<10,37,55,25,185,30,330,73,84,26,19,12,21,75,37,79,76,81,25,48,103,21,219,33,94,86,67,40,26,<10,24,33,19,<10,101,122,15,22,10,<10,<10,<10,<10,<10,<10,81
2020/05/19 07:00:00+00,71,10,,,53,43,<10,26,<10,144,515,45,75,888,11,58,131,105,183,111,13,<10,35,<10,38,56,25,187,30,335,75,84,26,19,12,23,75,37,79,78,82,25,48,105,21,227,36,96,91,72,40,26,<10,24,33,19,<10,104,125,15,23,10,<10,<10,<10,<10,<10,<10,82
2020/05/20 07:00:00+00,72,11,,,53,43,<10,26,<10,145,521,45,76,934,11,58,133,106,189,111,13,<10,35,<10,38,57,25,192,30,339,76,84,26,19,13,23,76,37,79,80,82,25,50,106,21,243,38,100,98,75,42,27,<10,24,33,19,<10,107,133,16,23,10,<10,<10,<10,<10,<10,<10,83
2020/05/21 07:00:00+00,80,11,,,53,44,<10,26,<10,148,532,46,83,971,12,59,135,107,192,111,13,<10,36,<10,38,60,25,195,30,346,78,84,26,20,13,23,83,38,79,81,82,26,52,107,21,257,39,105,103,80,42,27,<10,24,34,19,<10,109,137,17,30,10,<10,<10,<10,<10,<10,<10,84
2020/05/22 07:00:00+00,86,12,,,53,45,<10,26,<10,149,546,48,83,1009,13,59,139,109,196,111,13,<10,37,<10,38,61,25,200,30,356,80,84,26,22,13,23,83,38,79,83,84,26,53,109,21,277,39,110,108,81,42,27,<10,24,35,19,<10,110,143,18,33,11,<10,<10,<10,<10,<10,<10,85
2020/05/23 07:00:00+00,86,13,,,53,45,<10,26,<10,152,554,49,85,1050,13,59,140,111,199,113,13,<10,37,<10,38,63,26,205,31,361,80,86,26,23,13,23,85,38,79,83,84,27,53,111,21,301,41,112,111,82,43,29,10,24,35,19,<10,114,144,18,33,11,<10,<10,<10,<10,<10,<10,86
2020/05/24 07:00:00+00,86,14,,,53,45,<10,26,<10,155,565,51,91,1087,13,60,144,113,200,114,13,<10,37,<10,40,63,27,207,32,365,85,87,26,25,13,23,91,38,79,86,85,27,53,113,22,317,42,118,112,85,44,29,10,26,36,19,<10,115,149,18,33,11,<10,<10,<10,<10,<10,<10,87
2020/05/25 07:00:00+00,86,15,,,53,47,<10,26,<10,160,570,51,92,1123,13,60,146,114,204,115,13,<10,39,<10,41,66,27,211,32,369,85,88,27,25,13,24,92,38,79,87,86,27,54,114,22,333,42,126,116,88,45,29,10,26,36,19,<10,117,151,18,33,11,<10,<10,<10,<10,<10,<10,88
2020/05/26 07:00:00+00,89,15,,,54,47,<10,26,10,162,574,51,95,1160,13,60,149,115,204,115,13,<10,39,<10,42,66,27,213,32,371,85,88,27,25,13,25,95,38,80,87,87,29,54,115,22,343,43,131,121,93,45,31,10,26,38,19,<10,118,158,20,34,11,<10,<10,<10,<10,<10,<10,89
